Model,RMSE,MAE,MAPE,Beats_Baseline
random_walk,60.845487102816534,55.85415505549727,14.107013749936245,Baseline
arima,72.14664722278663,61.941670735677086,15.14923208891987,No
xgb,114.05328867297277,88.64234454762435,20.698709497610913,No
ar1,146.58340110085692,113.80403383158246,26.56470222866116,No
